id,content
292e55ac-2bd3-49f0-b9ed-8a3120f84ad5,Screaming like a maniac.
295cc9b7-3f91-4a7f-a3ed-4c82f21dea7c,Loading from a previous save.
2963fae1-d8cb-4692-901f-bb88654b3c0f,A good sniff.
29688c2f-e79f-4a94-9ca3-18f9534c1443,Feeling bloaty and crampy.
29855c19-db06-4d85-8e75-55d1c5126ee1,Getting so angry that you pop a stiffy.
299536ea-f24b-4095-8a5c-777258d01b2c,Interspecies marriage.
29983748-569b-4762-9dd9-5269ce3af34b,Reverse cowgirl.
29d341ae-d3bd-4224-bc04-48ba56999f00,Bisexuality.
2a4c1103-a36c-41ae-b244-09aaf409d411,Our first chimpanzee Prime Minister.
2a53857b-2c8d-4b1f-92a0-9257538569e4,A PowerPoint presentation.
2a844207-ae38-48d3-9c82-8bc093dc6c49,Going vegetarian and feeling so great all the time.
2aa50bd4-8b45-478e-9429-3964fae2fcd7,Children on leashes.
2ab310dd-48ca-47e0-a8a6-07bcabd20361,Dis bitch.
2ab53ff6-2a72-45c6-9044-c3105e1fab70,A diverse group of female friends casually discussing the side effects of birth control.
2ab70163-4e2f-4254-963a-67aa8595b78e,"A blind, quadriplegic AIDS survivor with face cancer and diarrhea."
2af77f21-fecb-4bd8-879c-eeb0579e9575,Committing suicide.
2b12cab6-f31e-438f-be5c-94abd2e9c7f6,Vegetarian options.
2b528ea1-72d3-451c-bab5-f9b3ee22bc3e,A tiny horse.
2b695126-3e17-4dd2-a042-7c11f2fd4161,Getting really high.
2b86095a-89b0-4502-b66f-c0607b49ffec,Listening to her problems without trying to solve them.
2c174082-bbdc-4039-a8c0-4bbfaf7d93e8,The day the birds attacked.
2c30ba64-0ad5-46cd-a58d-797668c7e586,ISIS.
2c312f19-e966-4214-be9a-8bd719c7120b,Whiskas&reg; Catmilk.
2c5443c1-c810-4d99-8b2b-4c182048c62b,Child abuse.
2c731ef8-b0d6-41d2-a07f-2257b275472d,Kale farts.
2c9f9661-1af4-4e7a-8688-37d6c895aa6d,Irrefutable evidence that God is real.
2cb662bc-d5d9-4b88-823a-e9d46c8d0300,Drinking out of the toilet and eating garbage.
2cf6990d-8c53-4024-bbcb-f308be7b47b6,Getting offended.
2d0cdb7e-f82b-47c4-a4b9-b673c972b922,Doing it in the butt.
2d44eaf5-a9fc-44b9-a7d8-fc189be8d521,Increasing economic inequality and political polarization.
2d46d1db-e4c2-4314-9e9e-77933f68a661,Dem titties.
2d6f233d-e258-4dd2-98e6-da8684fa9c74,Braiding three penises into a licorice twist.
2d7d7159-f855-4c6f-a059-82a803a6a7f6,Running a few errands before saving the galaxy.
2d9560a6-e9d8-4fe1-966d-698712f89d48,Catapults.
2d98372e-89c5-417e-9620-4b5b4cae3662,Uranus.
2da6153c-fe74-4361-84bd-1284f2efabda,"A big, beautiful mouth packed to the brim with sparkling teeth."
2dac3fa8-64a9-4359-8912-6ff763dfacee,A face full of horse cum.
2de207de-3c7b-4984-87cc-c2a402db66f6,Pikies.
2de755c4-6167-4c71-8a2e-e529ddb4c29b,"Sneezing, farting, and cumming at the same time."
2deda2e5-c33a-4522-96d5-a74688de2dbd,The harsh light of day.
2dff6673-3cf1-46e1-9eaa-7844bd3d3ea9,Desperately hurling insults at Donald Trump as he absorbs them into his rapidly expanding body.
2e0e0ddf-617e-45bf-bdf7-c9312cdeee3f,Spontaneous human combustion.
2e6b5b39-d8b4-4cce-a2ad-5b63960efb8e,The Great Lizard Uprising of 2352.
2e8f2e90-d3e9-4bf4-b379-86fbadd307dd,An Evening with Michael Bubl&eacute;.
2e91856e-3340-4576-9f58-75082db9cb10,The World of Warcraft.
2eda7ad8-cddd-4ef2-add6-6b3f0921e7a0,Dying alone and in pain.
2ee21d7b-1a15-4059-b672-bdbc5f7bc31a,Two whales fucking the shit out of each other.
2f0efe2a-dd54-46f3-b630-2a98f9d50b3b,Whatever <i>Final Fantasy</i> bullshit happened this year.
2f278820-8cdb-4b6b-8bbe-4cdc14d0d35b,Nine seasons of sexual tension with David Duchovny.
2f445557-6a23-42c8-b27a-8e4a0c23e434,"A mysterious, floating orb."
2f4b1cc5-2eca-4aa1-9eac-a708e8e813a4,9 oz. of sweet Mexican black-tar heroin.
2f5b752b-ba0c-4ffe-9c3a-9f2841bc8cef,Lots and lots of abortions.
2f7f7084-c097-4e30-a673-aaa2b149c527,A visually arresting turtleneck.
2f861740-ebbf-420a-9352-ee9b4d4a8273,Poor life choices.
2f983322-dabe-4750-b604-7cb2a67eac9c,Eating together like a god damn family for once.
2faa5309-ca0b-40c6-ad1a-140f849b5a93,Chugging a gallon of milk and then vomiting a gallon of milk.
3020bfc9-3046-4367-bc67-f1141a2329b7,However much weed &pound;20 can buy.
30690e67-9eba-42ad-9485-a4968a8d5060,GoGurt.&reg;
308de51d-9607-4d55-858c-3475045de88c,Hating Jews.
3095ebec-dc50-462d-8a46-55eecb8b28ec,Black lives mattering.
30b2148e-9ac2-43b2-80f5-22b541c69803,That girl from the Hungry Games.
30d2fbff-6a73-4786-959f-a5be4721a31c,A micropenis.
30f4d426-a960-4de1-8367-0012de6f969e,Jobs.
30f8ab9f-eb37-4983-9904-a959345a95a3,Bananas.
3132284c-bfbd-4c4d-abab-3c60f7fda756,Becoming so rich that you shed your body and turn into vapor.
31371959-1798-4272-a79e-c25fa416f49c,The government.
3137b8f2-7236-4b42-896e-7359e3625c39,Kevin Bacon Bits.
3162a3ba-ebc8-46be-aa71-0ca4a30b5a78,AIDS monkeys.
317e3b6a-fe39-4442-ab23-06d6d7a81548,Blowing up Parliament.
31c22f77-cf79-4163-955a-9c071ff4baea,Sexy pillow fights.
31e2d68d-39c8-4333-ba7b-7c1033fc1fd3,A fart so powerful that it wakes the giants from their thousand-year slumber.
320ae6a0-30f9-455b-b3b8-85e769a77c40,Sharpening a foam broadsword on a foam whetstone.
3216d7ec-0d4a-4d20-af96-7bbd91f26ba9,A woman who is so cool that he rides on a motorcycle.
322b9ab0-d70e-4479-bd5e-612fe106f27c,Doing a somersault and barfing.
3230ac87-8572-4362-aeda-cd1848f0c704,A Pringle&reg;.
325cb62f-300d-47d9-bdf6-3d74faac9ee6,My dog dying.
32725267-a943-4bf5-966f-23e251d7d1cf,Being able to talk to elephants.
3326533a-e912-494c-b047-7c80b4848877,"Maureen of Blackpool, Reader's Wife of the Year 1988."
334c57ef-c2bd-49ba-9a97-b6534117f833,How great of a movie <i>Men in Black</i> was.
337735eb-40e0-45ba-a71b-dc73cce8d168,Kissing nan on the forehead and turning off her life support.
337ac608-2a3f-486e-91fa-61db93adbf0e,"The card Neil Gaiman wrote: ""Three elves at a time."""
3382aff1-5888-4de3-ae02-9b5961e4779f,Shiny objects.
338f7036-086d-46df-8b95-237566e697af,"These low, low prices!"
3397de2d-aa5e-41f7-8373-db5edeaaa5d0,The Patriarchy.
33a54430-1389-4288-b509-ed3edcc2bda1,Getting eaten out in the family fitting room.
33ab0339-6727-4c73-ac52-f4b6219b6f93,Quiche.
33ae9c4a-73d9-4bd1-a7d7-3f8e776bc2d0,My cheating son-of-a-bitch husband.
33ce7b31-af96-452a-8344-0266924a392d,"A bigger, blacker dick."
33d047eb-97b4-4ac9-a016-7fd4144ce34b,Having sex on top of a pizza.
34210555-7442-417d-9ffc-c00e7ef01697,Emma Watson.
343b4445-7038-465b-b507-8539de5ac91d,Living in a trash can.
34407ebb-e711-4750-a407-25f5e1e901a6,A giant powdery manbaby.
3489bf67-1829-4b6c-9a63-01846ab9c278,Making a friend.
34cc3d56-453d-4ae2-a4e5-274ad10ef423,A constant need for validation.
34e276af-8e02-42a4-80f7-d6af674a1ab7,Being a hideous beast that no one could love.
350f8c66-9be7-46aa-bee2-8629e0b2afc4,Smashing my balls at the moment of climax.
358a996c-e539-48b2-ae4b-a3a21e71ea1d,Facilitating dialogue and deconstructing binaries.
35c16554-4cb2-4526-b938-24106a039a0f,Carrying a fetus to term.
360a9b87-c8c2-4fd0-9652-6852bd8ad9bf,Mad hacky-sack skills.
3667ef53-274e-4966-a9da-bf5ef560b5cc,Jimmy Savile.
366a3865-4750-4ea7-be45-635b746f4cb3,A stray pube.
369a4915-85e3-4113-81d4-c69534e176d5,The passage of time.
369f677a-a44e-4920-9c42-ee7264cdc801,The token lesbian.
36a201c9-b747-4433-990c-1fc865f89c38,The Big Bang.
36abcc3a-6290-4e2d-9a13-85b7e5631163,Ringo Starr &amp; His All-Starr Band.
36b05672-0d60-45af-85ee-a107214af2d9,Gargling jizz.
36cee930-f7b9-4f96-9d9f-7bde714a1c27,Grand Theft Auto: Fort Lauderdale.
37063c08-84dd-45cf-8f81-fd6c91125138,A liberal bias.
3737fc5f-6a3c-4ee6-b33a-494c86e5214d,Being a motherfucking box.
373cc8b4-6cdb-49b8-bf4f-14221bc50f34,Pork products.
373cdf09-1eeb-4ce3-a958-385ca8986cae,Flying robots that kill people.
375b522c-3559-44b6-846e-dbbd53f5b33a,Reaching an age where barbecue chips are better than sex.
378f2649-68a4-4d6c-8ad6-24190465a7ac,The Force.
37b6b782-9139-4434-a1f8-eb6ec618e70b,Savagely beating a mascot.
37b772ad-2a78-41ef-8271-a0f6d199f54d,Bouncing up and down.
37cdc202-76c9-407b-9cf8-c66ab2b7a735,A zombie with a tragic backstory.
37db6b19-7e3d-47be-aa47-b5bedc645333,"Getting married, having a few kids, buying some stuff, retiring to Florida, and dying."
37f7569b-df21-4be6-9143-5e5a410e9244,Being marginalised.
382379be-8f5e-4439-9627-06833761f2b2,Braiding three penises into a Curly Wurly.
386f25b2-6414-4ca7-ba47-f4d7d124b025,"Prince Ali, fabulous he, Ali Ababwa."
38fd7e3e-ca30-4c81-b258-43fa7b9a19ba,The obscene amount of money Cards Against Humanity is making by selling this game at Target.&reg;
38ffe579-843b-485b-be90-b37b090174ef,Cottaging.
39990b6f-eb79-4b42-8505-5137acb5a795,Wiping her butt.
39995852-5fc9-41bb-92cd-107365c3f7c1,"Loki, the trickster god."
39a7912e-8097-40d6-83d6-d4b11a03ec71,Stalin.
39d157b8-c59d-4837-be93-7b758d63dd36,A protagonist with no qualities.
3a1bb5cd-6855-41d4-8331-d58dc9f7e868,Sudden and unwanted slam poetry.
3a1f380d-4960-4ff0-9379-e380f0e86039,A cop who is also a dog.
3a2d0553-4f23-4fb4-82ec-e0a87fc8bb13,Mad cow disease.
3a3fc63b-42ad-43e6-9635-da8e544eb46e,Solving problems with violence.
3a4e39db-43a2-4e97-874b-46b8d60b0176,Bathing in moonsblood and dancing around the ancient oak.
3a55b7c0-adba-40f7-8962-631c4a7d0c28,Jafar.
3a5dd355-d88b-4c8f-b4ee-200acc3999e4,How great of a blowjob Jesus could give.
3a84191b-961c-4ef2-905c-fc8a27eddec9,Eating ass.
3a8b0774-bd7d-43eb-86a2-108827339733,A sweet spaceship.
3aa87543-1e70-4734-a512-47db736ed94f,Daddies&reg; Brown Sauce.
3aa9354f-2b66-42dd-953f-f9567c549475,A lifetime of internalized guilt.
3aaaef1b-4cde-4d8c-ba37-be39f56c0a81,The purging of the disloyal.
3ab90eed-4db6-45cd-9625-4f01cc2861b4,The Great Depression.
3ad04630-30d6-435f-b180-93f3d1bec114,Lunchables.&trade;
3afa2e27-6663-4617-aabe-f689f28817e7,Doing the right thing.
3b1320df-1645-4a24-b5d2-a948b8370c6e,Dick fingers.
3b1d91bf-e749-4e4d-980f-fdef097022ff,The past.
3b38f554-e086-481a-a025-9a86d73ac735,A headache that's definitely cancer.
3b3b9b2e-a49d-47d6-b84b-e3db68fe85b4,A Hitachi Magic Wand.
3b5f11fd-0372-4ab2-8351-3dc4e806fa6e,"Staring at a painting and going ""hmmmmmm..."""
3bde767c-5987-42f8-bc75-4a35c49519c5,Ser Jorah Mormont's cerulean-blue balls.
3c1a70de-230d-4ceb-b938-11c78d8b97c0,Friendly fire.
3c33241c-4118-4d37-be18-5e8fe087c614,LIving in a trashcan.
3c3fe5c5-857f-46c4-bb97-945b38a052be,FIlling my son with spaghetti.
3c3ffabb-b071-45d6-8c50-232c68417f82,The Scouts.
3c4e9e85-221c-4dac-b306-79a36ec958cf,The pirate's life.
3c787663-63d9-4707-aa42-26e15399e2dd,An X-Man whose power is that he has sex with dogs and children.
3cad07db-271a-4132-87fc-b6ef0fab3d5f,The Hawaiian goddess Kapo and her flying detachable vagina.
3cae4e43-2eae-4efb-805c-3aa4c752dc3b,An unforgettable quincea&ntilde;era.
3cd55dc7-138f-42e0-8fe0-d9b8bf00b95d,The Boy Scouts of America.
3ce8683b-40eb-47c3-9714-31627bf4631b,"A box without hinges, key, or lid, yet golden treasure inside is hid."
3d7bd0c6-2b0d-44b8-a193-03c0ec04bea0,Exploring each other's buttholes.
3d7f199a-83da-4363-9ecb-d7c66e900a51,An army of skeletons.
3dcacafd-3351-4eeb-b51a-b04ea0c33bc3,A duffel bag full of lizards.
3e283c96-5c20-45c2-9940-b98cc1cb9ff0,A whole thing of butter.
3e309a55-4a0d-42b2-a5f7-8644362f5793,Terry Fox's prosthetic leg.
3e5f1cb6-4714-4b42-8b9f-bc993de47398,Out-of-this-world bazongas.
3e6c2302-10da-4895-80ce-c0a7c11c5bc2,NBA superstar LeBron James.
3e84310b-3375-4605-81e9-8c0eef4a21a9,Eating a hard boiled egg out of my husband's asshole.
3e9acadb-c6d8-4c39-adec-b0e5c88b22d1,Vomiting mid-blowjob.
3e9c3f8c-9a4f-404d-943c-45124afbef5f,Getting this party started!
3eb0297f-2d14-4077-b4af-96febafddec6,The dentist.
3ef527e8-b9cd-45ea-8d33-e3907a945ac0,Shaking a baby until it stops crying.
3ef66a77-302f-4e09-9092-5b682bd7ac04,A much younger woman.
3f0fbb0d-72fa-492e-bc17-a1f6940485f7,Somali pirates.
3f3855d7-c136-4003-9485-854a4cd2c35c,A micropig wearing a tiny raincoat and booties.
3f9240c2-8c57-42ae-8404-34ec8b6707c9,A sea of troubles.
3fd7e945-6e65-41f2-9a8c-e6a2927c8188,Dominating a man by peeing on his eldest son.
402a4f95-d441-4ed3-9fdc-4e276814611d,A black-owned and operated business.
40324f48-8da2-473e-97d5-a705323489a5,Illegal immigrants.
404440d7-fea6-48e4-8f68-869791f9d553,Gender-neutral toys that make children feel no emotions whatsoever.
4083e3ab-bf21-4b9f-bf91-cc20fb0c1c68,The eight gay warlocks who dictate the rules of fashion.
40d0aed3-ba39-4e95-8be2-2f6112994a8f,Getting laid like all the time.
40de9fc8-09a1-4d21-8af9-30ea151cce4e,Achieving reproductive success.
40eba434-135e-4dc8-9d20-1b6f8e54e42d,How bloody that dick's about to be.
40f6e55f-eae9-456e-9872-7820862cf7f8,Filling every pouch of a UtiliKilt&trade; with pizza.
413491c6-e191-47fc-9e79-a00488bef805,Usury.
41452edf-a0d1-4835-aa40-95176e8f8b71,My complicated backstory that you will soon learn about.
41658055-7a19-4a9c-b726-c48a7843b89b,Googling how to eat pussy.
417946c9-f30d-4bcf-9004-aed2f8b87c9f,Indescribable loneliness.
417d6dad-5540-4742-b982-3983e5ec2c96,World Wards 3 through 5.
41cf098c-6269-49e8-bde5-a5948242f2f1,An AK-47 assault rifle.
41da5cc5-6873-4674-825a-ba00af91b265,An outbreak of smallbox.
420117d2-4df9-4280-8709-2ddbaec7845e,A Christmas stocking full of coleslaw.
421b2c01-930c-4637-8840-e71bbf9c4e9a,Bees?
421b8b0e-2fe8-47c8-b77b-313766d69762,Vomiting seafood and bleeding anally.
421d0095-ead8-4651-8c69-b7398d4e5484,Teaching a robot to love.
4227ff7b-5359-42e7-9357-820ff89a7a01,Critical thinking.
4259fac3-6453-49b3-b03d-d9679adfca34,A boo-boo.
42631983-5264-44e0-8f05-db416ae15339,Another shot of morphine.
426bf142-2fdf-458c-8c55-e1cb9a883f90,The arrival of pizza.
42e9f472-51f9-43a0-a222-7f525ccd8526,"September 11th, 2001."
43641b9e-ed89-49a1-b3d6-6e2a5853d486,Vegemite.&trade;
439660e2-34af-46c6-976f-14e9c5b4e0be,The sensitive European photographer who's fucking my wife.
43bc86f9-acd9-476d-b694-b8bdc444889b,Farting a huge shit out of my pussy.
43eae2ed-6a97-402e-9b61-35922a0cb2d9,The Holy Bible.
43fabf16-c69f-42c8-ad4a-ab1d3c096604,Steve Irwin.
440051fd-ac31-4509-936c-5a376d8ad0a0,Weapons-grade plutonium.
441e2f1e-fa7d-4e80-aff2-df9849c8314b,Some punk kid who stole my turkey sandwich.
44459501-e99c-4836-997e-423c87a33528,A 0.7 waist-to-hip ratio.
44508220-6ddb-4aba-a0c8-a7871be30769,Objectifying women.
4460109f-1264-4f3a-91cc-d96034aa1153,Fucking me good and taking me to Red Lobster.&reg;
44640220-617b-42fe-8cb7-61ed39aa671e,The Hamburglar.
446dc134-0b7d-43e9-a083-f5c79ac544ff,The ending of <i>Lost.</i>
44712513-f7be-486b-9af2-ec6fae1f1120,Some kind of bird man.
44b9e24d-209b-41b3-889d-ec0067b5b1ba,"Meatloaf, the man."
44c042f6-ff4c-4202-8cc6-28d89cb8d35c,A lifetime of sadness.
4507d2ea-7147-4e75-8b2c-6930de8c0053,The Russians.
4533c449-702a-4f6a-aed5-0c5b124274b9,Running out of semen.
45459c6f-d959-4812-b44a-fb73896c709d,Estrogen.
4546b474-2f7f-44f8-9ab4-42ad149a3ae1,Accepting the way things are.
4551262f-4dee-42d9-9624-407326ea2a07,Pretending to be happy.
4586d583-24da-4b7e-8192-e666a0549302,Fox News.
4594c3f7-6b05-44f8-a179-571e98aeddeb,Queefing.
459ec67b-4653-4f26-b3fd-3ed279760e30,The Trail of Tears.
45b13fc9-b296-41ea-9993-31b3236722ba,"My neck, my back, my pussy, and my crack."
45bf65f1-8945-4a1d-930e-7a88b2751d20,How amazing it is to be on mushrooms.
45c3268b-c354-4051-a4da-42c1cf500b55,The inevitable heat death of the universe.
45c5c8e7-0b83-4e8d-8482-13f9e5da13d5,Being white.
45dea601-f6c4-4e8a-b728-12a81d9cf8f3,Smashing all the pottery in a Pottery Barn in search of rupees.
45e977be-bcd0-4f1e-8ff5-50431194bf5b,My black ass.
460bf403-f739-43ab-8898-cc9f5b9b700d,A salad for men that's made of metal.
467a902b-9e18-4848-a9fc-2660533d466b,A Wesley Crusher blow-up doll.
46836292-7e6a-4951-abba-28ffd674d4b4,A gossamer stream of jizz that catches the light as it arcs through the morning air.
46e7336e-e843-4fe7-b0bf-fd8465af89e4,Object permanence.
470352aa-1ddc-4c38-9ee7-b144368d84e7,An unstoppable wave of fire ants.
4714cf00-1d6b-41f5-83a3-fd6b9f6c580e,Jeb!
471c393a-42ee-4d19-833e-3ad373206e8f,Being a woman.
47266a9c-3ca8-4589-9558-7a9496d58b7c,Eating a hard boiled out of my husband's asshole.
4742dc96-51ef-4e57-a07c-c2150b5f605f,Bosnian chick farmers.
476df856-d83e-47eb-a727-ce8338116a04,A sad handjob.
4785441c-bb72-416a-8357-a12369acaf35,Going an entire day without masturbating.
47b79ff4-cf19-4aa7-8cab-cafdc22f5cb3,Fun and interesting facts about rocks.
47e73cad-de4e-4e94-ab4b-969c19360ba3,An oversized lollipop.
481c44d0-58bc-427d-a143-c2321c5af45d,Steve Bannon.
4895a97a-f5ab-4756-af73-ad47e8744541,Tony Abbott in budgie smugglers.
48e87dbb-b19b-4013-8ef7-d0dd59f9b95b,Getting crushed by a vending machine.
490b9d07-5e2a-43de-88c8-e54db250f8d1,Gender equality.
49389972-3e15-4352-b413-c07c82e660df,Telling a shitty story that goes nowhere.
4973d4f6-1c1e-425b-a8e1-b2b27f3adea2,Getting teabagged by a fifth grader in <i>Call of Duty.</i>
497a4a29-8972-4d74-8e8d-30664a8ab921,A Ugandan warlord.
4986e902-fac3-41a9-ad4a-3bae65c4d22b,Cumming deep inside my best bro.
49f946ff-9f26-43c6-85e3-b2e14371df92,"Going to college and becoming a new person, who has sex."
4a4dd65a-676d-4883-8028-d3e439f8ed07,Ironically buying a trucker hat and then ironically being a trucker for 38 years.
4a67f176-dcd3-4f49-88f5-0e1a4259be66,A sandwich with Cheetos in it!
4a781f33-bfba-465d-afaa-c02b83442175,Anal beads.
4a7a6e60-190d-409d-8b5a-4e872d713349,Terrorists.
4a995dc4-0753-41fa-aed9-18b14a921e1d,Repression.
4a9fb116-a518-4d5c-ac6b-fe9b490886ca,A manhole.
4ae03e01-24fb-4c54-bfff-4f7b3182052f,Me.
4af51265-ab15-4572-a736-c7fd2d6975d2,Rubbing Boris Johnson's belly until he falls asleep.
4af622c8-ab1f-41d2-b1ea-74645527cd71,Pretending to be one of the guys but actually being the spider god.
4b7b701b-0bda-41ed-a45f-ec9a94bf6e45,A childless marriage.
4bd0f7f5-a660-47c9-82cc-8c2c32f0bb3e,Puberty.
4c0dbc7d-fe2b-4674-ad5d-82dc3299b987,A girl who is so interesting that she has blue hair.
4c0e50f5-bdae-4d98-ae88-12f5eddab441,The petty troubles of the landed gentry.
4c57082d-3e5e-4a52-abeb-a7c0ff2d51cb,The depression that ensues after catching 'em all.
4c7b83a6-9129-427a-9e6b-14d92e665446,Making the penises kiss.
4ca45434-c0de-48f3-a14c-7ec1ea32cc22,The rocket launcher.
4caed9d9-0b8a-40ab-9cb0-debbf1b60808,Figuring out how to have sex with a dolphin.
4ccc65f3-c7cf-4e72-aa9a-9c04d23f253b,Seeing Grandma naked.
4cd75034-2927-476d-b555-3ddfeb7bbdd6,Blackface.
4cdb1b91-c0a5-4b1a-9767-c7029c625890,A really cool hat.
4cdf39bc-081f-4876-80d5-1306955523b2,RoboCop.
4cf9370b-5c33-455c-9991-adb4af7abe99,YouTube comments.
4cff385f-05d9-440a-a11f-30df00202783,Homeless people.
4d128326-c7fb-4940-8bf6-41e1b53c83bd,My browser history.
4d20ebb6-3121-4775-9c26-0ff2f72ba807,"Jews, gypsies, and homosexuals."
4d806fa0-55a3-4098-b61a-2569f62812e8,Adderall.&reg;
4d9233e2-4bda-4b04-8b48-5bd3788a4482,A German-style board game where you invade Poland.
4d9dd1f4-d4b3-47d2-9f51-435ae28fb162,A six-point plan to stop the boats.
4df23977-d68a-49c7-ad50-0c9228072b1f,The body of a 46-year-old man.
4e1f160c-89e0-42d9-a5d1-88eab1e4452a,"Bill Clinton, naked on a bearskin rug with a saxophone."
4e28d729-1169-40c9-83fe-bb44211d4912,Wondering if it's possible to get some of that salsa to go.
4ecd5171-a085-4143-b518-2b994a956e53,Shouting the loudest.
4ef850dd-b7d2-4669-bcca-ccfe76285661,Getting really worried about global warming for a few seconds.
4f03b76b-b5a8-4a89-bfe5-fe6f3c60520f,A saxophone solo.
4f567173-83c4-425f-b638-7bf9023fe370,Developing secondary sex characteristics.
4f5df6b1-af0a-40cd-9bb1-6b9d2e4d36ac,Not knowing what to believe anymore about butter.
4f949909-e411-4922-8de2-55ac80ed4da0,Active listening.
4fb66045-6392-4749-b392-86c6c34bf3c4,Shutting up so I can watch the match.
500d679b-dda6-43aa-b7c5-82b1ddf14db6,A nice cup of tea.
501483e0-8a3e-4910-ac84-f399c00c6a8a,Crazy anal orgasms.
504e2d89-9798-4b08-a179-b0aeaaf45483,What to do with all of this chocolate on my penis.
506f3f4a-4514-4024-a228-23eade7f80d6,A brain tumour.
5075ec39-895a-44b9-b6a1-a0ad153f42b7,Heartwarming orphans.
507c3be1-b3ee-4812-a1a4-3f53d3e30bce,Restoring Germany to its former glory.
509c621a-257b-46be-b998-1445595f9e1c,Throwing your hands in the air and waving them despite caring deeply.
50baac22-0cdc-4a5b-a3c9-d85b7119f7e9,Shiny gadgets for sadness distraction.
510b40e6-88a3-474a-aabc-a7f542c95629,A simultaneous nightmare and wet dream starring Sigourney Weaver.
515cef88-6660-4801-850a-1f8030afdb7e,Raptor attacks.
516277ea-cfb5-4c90-b8bb-a619f9228b36,The graceful path of an autumn leaf as it falls to its earthen cradle.
517f1c81-2912-4887-862a-079bc81fea19,Condoleezza Rice.
51c185a7-49a6-4539-90c0-705c44ff7ae7,Punching an MP in the face.
51c47b5d-a91e-4ecc-8ad5-39fd7265c481,The homosexual agenda.
51fdf22a-517a-44bb-8fe5-a815a940d1aa,Five morons signing a lease together.
5202c8d8-3fbf-43bb-9012-4baa3075b007,Being paralyzed from the neck down.
520b3077-25c0-4d9a-b46b-d73bbace8113,Peeing a little bit.
521aa188-531e-4d85-9493-9f59d071fee5,The basic suffering that pervades all of existence.
5226bec2-eb79-436e-88c2-b5d55baf77ba,Former President George W. Bush.
52539503-d9d6-4c8b-8f3e-1e2c78482951,Half-assed foreplay.
52a8fb51-7222-4b0b-9e8d-7743845f3abe,That ass.
52baa2c0-8296-4427-8af5-ad555d27499e,Political correctness.
52de0867-023e-466c-b529-b6e00197944a,All these people I've killed.
52efd3dc-d9fe-426c-b3f1-5d4909096238,The haunting stare of an Iraqi child.
53344b9f-e4c7-4306-ba18-82bed097ae41,Lads.
533e3742-572c-4656-a246-e1ecf6f5a6b7,Judging everyone.
5343f06e-e544-4d6a-8a2d-86c0772a8bda,Historical revisionism.
5364c565-2206-45b7-9001-785a08322d88,An overwhelming variety of cheeses.
538db63c-f8eb-4066-bbf6-9143d26050e8,Whoever the Prime Minister is these days.
539659ab-81bb-4e61-9c13-23351cf2dd47,Charles Barkley Shut Up and Jam!
53a5657f-e3ae-422f-9d61-847cfe830fc4,The way white people is.
53c7e167-ee56-467e-af48-8f5d002b1c7d,Not having sex.
54375c64-1e61-48c6-a67d-cc9a8506cbe5,An emotionally draining friendship.
544d96e4-4813-4dfd-84ef-4b12f791e5b6,Being a motherfucking sorcerer.
5467d946-90df-47e1-9ae6-706410297563,Insatiable bloodlust.
547ab574-1bfa-45a5-bbcc-495d967c0c09,Content.
54c04aa2-d3dc-4b23-86bd-7891f5348b52,Neil Patrick Harris.
54d57208-9bf3-4ce3-98a1-78af3f029389,Drowning the kids in the bathtub.
54e4497c-22a0-4b22-96d6-147cff33491b,Crying and shitting and eat spaghetti.
550234bd-277a-4042-8715-7af3c4c5b084,Sudden Poop Explosion Disease.
5541c858-8e7c-4dee-80ef-693ae74ea8ba,Going to bed at a reasonable hour.
556bd90b-ebf8-4c9d-96cf-b3c9ed925528,Robots who just want to party.
55924afb-30df-4a12-bd11-356817f46fbf,Forgetting to breathe and then dying.
55ada33e-b9d6-4248-a37e-5cbdd1fe3b85,"The best, deepest quotes from The Dark Night."
55ffd3ba-2bde-44e4-8dcf-bdc0bbe68fae,Child labor.
56421888-7b92-4b9b-a45b-7a14ecd645d1,Shutting up so I can watch the game.
56478b73-6d3c-4e00-b7ef-7fc53fdbe25d,Flightless birds.
5654e2b6-56af-4226-a4f5-3f2ca09391a8,Grunting for ten minutes and then peeing sand.
5665d88f-ae15-4bb9-9e4d-7068af410d6f,Internet porn analysis paralysis.
567a04a0-c9f8-4350-8c6e-0deeeca33161,Drinking urine to survive.
567fe437-beaa-408c-8691-fc4990c31765,Lockjaw.
56d704f1-8777-424d-8dff-b7bc80785e41,Former President George W. Box.
5701e944-5dea-4206-a8a4-6f39dcdc437d,A heart that is two sizes too small and that therefore cannot pump an adequate amount of blood.
5728ab92-e34d-473f-9fbc-42bff8505aef,A night of Taco Bell and anal sex.
575b9468-6493-4e70-909c-0c3a29cbf9a0,Ribs so good they transcend race and class.
57634270-76e3-40ca-b706-ae1582b55ae1,Judge Judy.
5769a868-7a3a-4376-9274-4ef57a539fcd,Always&reg; Infinity Extra Heavy Overnight Pads with Wings.
578303a5-b7b5-4cb5-a3b7-a99d4aafb3f1,Judging elves by the color of their skin and not by the content of their character.
57b9a986-4ad9-47f9-b8dd-6a467bba34a0,Racially-biased SAT questions.
57ceac64-2bda-4ecd-9c08-7e83824738c8,Becoming a blueberry.
57e96d67-2dce-40bd-aea7-c9077f04f148,Pulling out.
57f5dcdf-72aa-44c0-a8f8-6ca1b78beb8f,Passive-aggressive Post-it notes.
